5,0; 481100,0; 4,3298697960381104E-16; 91100,0; 2,2759572004815707E-16; 82600,0; 2,6645352591003756E-16
10,0; 253500,0; 1,6930901125533636E-16; 199000,0; 3,7470027081099036E-17; 186000,0; 7,216449660063518E-17
15,0; 262600,0; 3,3306690738754695E-17; 285200,0; -7,549516567451064E-16; 292700,0; 4,440892098500626E-16
20,0; 578400,0; 2,7200464103316337E-16; 1294200,0; 1,3183898417423733E-17; 519600,0; -9,575673587391976E-17
25,0; 413900,0; -9,732215033864122E-14; 428100,0; 1,1479706074624118E-15; 430900,0; 1,580957587066223E-15
30,0; 1044200,0; 6,272760089132135E-16; 1150200,0; 9,52941429469926E-17; 988800,0; 2,294460917558657E-16
35,0; 1480700,0; 9,938875119733634E-15; 1121200,0; -1,395708945243054E-16; 1180900,0; -3,949221901880914E-16
40,0; 1556100,0; 8,436307208370408E-15; 2155000,0; -2,451511216250424E-15; 2539800,0; -6,855627177060341E-16
45,0; 3170700,0; 1,1607998513025248E-15; 2755100,0; -1,1256427888560614E-16; 6229400,0; -5,181040781584064E-17
50,0; 2720900,0; 1,067701482782013E-14; 2509400,0; 1,63202784619898E-16; 2502600,0; -6,228351168147129E-16
55,0; 2955800,0; -4,702362236970585E-16; 9429800,0; 2,2204460492503132E-17; 1,02919E7; -1,6754274735252362E-16
60,0; 9159000,0; -1,739012868891739E-13; 9789600,0; 6,536438057480609E-16; 7482800,0; -5,1125770283988456E-15
65,0; 6704700,0; 5,3851154305015404E-14; 8539600,0; 3,7929061600895974E-16; 7082500,0; -9,906605450501397E-17
70,0; 7498700,0; 4,769993923657369E-15; 8316000,0; -5,192275181238008E-16; 8070100,0; -9,2148511043888E-16
75,0; 8737400,0; 4,537925590852865E-14; 1,09147E7; 4,3631764867768654E-16; 5757200,0; 7,142434791755174E-16
80,0; 3213900,0; -3,578595753062075E-14; 3709100,0; -3,2439329000766293E-16; 3541800,0; -4,690692279041286E-16
85,0; 4052100,0; -3,4008743533738254E-16; 4244400,0; 3,836596073516235E-16; 4540500,0; 2,9910714428136573E-16
90,0; 4605200,0; 4,254683025648218E-14; 5109800,0; 2,4297693486848477E-16; 6491800,0; 2,713878504639272E-16
95,0; 5195400,0; -1,1435297153639112E-14; 6145300,0; -1,6355338136451648E-15; 6537300,0; -1,8850418302319764E-15
100,0; 6522300,0; -6,381804806832036E-14; 5607900,0; 7,564435189344465E-16; 4074100,0; 1,1479706074624118E-15
105,0; 4115900,0; -3,644915057607466E-14; 5252200,0; 2,1305708520187529E-16; 5470100,0; -6,819941436983105E-16
110,0; 4705600,0; -5,571414541837395E-14; 5217800,0; -8,817126321987571E-17; 8936000,0; -3,058159786012931E-16
115,0; 6774800,0; 3,7634991741388446E-14; 6698900,0; 1,5092999314116123E-15; 7910800,0; 8,205996268968548E-17
120,0; 8693400,0; 1,4771429449981592E-12; 9770700,0; 1,4540452175637597E-14; 8214000,0; 1,3021065707145377E-14
125,0; 9728700,0; 3,733471309885772E-13; 7235000,0; 2,1378454562182015E-14; 7667700,0; -1,8633983245308626E-15
130,0; 8202600,0; 6,63366263629574E-15; 9246600,0; -2,254606757700318E-16; 1,52875E7; 7,51535585900106E-17
135,0; 1,74024E7; -1,8488778409499042E-12; 1,16381E7; 1,8200975706019175E-14; 9186900,0; 4,958009311748255E-14
140,0; 9667300,0; 1,8890895792100793E-12; 9848900,0; -3,487488076103773E-15; 1,21907E7; -1,780599477387211E-14
145,0; 1,05202E7; -1,1421629925370452E-13; 1,13453E7; -5,2448467025395326E-17; 1,11831E7; -3,828355257328126E-17
150,0; 1,89508E7; 3,2338576261281557E-14; 3,38932E7; -2,282433501458551E-16; 1,42151E7; -1,7837583262310849E-16
155,0; 1,85731E7; 4,919351216703752E-14; 2,08795E7; 3,4910246736418935E-15; 3,70529E7; 1,7985612998927535E-15
