5,0; 594000,0; 2,7418136596679685E-7; 51999,0; 2,16066837310791E-8; 52900,0; 4,76837158203125E-8
10,0; 171800,0; -1,055002212524414E-6; 145701,0; -5,066394805908203E-8; 169200,0; -3,2782554626464846E-8
15,0; 278300,0; -9,874502817789713E-7; 400100,0; -1,7523765563964843E-6; 425501,0; 2,8360883394877116E-5
20,0; 465801,0; -1,0818243026733398E-6; 501699,0; 3,951042890548706E-6; 466800,0; -7,539987564086914E-7
25,0; 685500,0; 3,7550926208496094E-8; 388101,0; 8,061528205871582E-8; 442601,0; 5,304813385009766E-8
30,0; 650600,0; -3,635883331298828E-7; 689700,0; -3,625949223836263E-8; 687201,0; -1,1523564656575521E-7
35,0; 997800,0; -2,9520796877997263E-6; 1004301,0; 1,7764312880379812E-7; 1524599,0; -1,196350370134626E-7
40,0; 2641500,0; -1,2053921818733215E-5; 2013201,0; -8,0890953540802E-6; 1451600,0; 1,1228024959564208E-6
45,0; 2182200,0; -1,9729137420654298E-6; 2353100,0; -1,0728836059570313E-7; 2409700,0; 1,9007258945041234E-7
50,0; 3148000,0; 1,152127981185913E-5; 2776201,0; -1,1625513434410095E-6; 6168001,0; -9,66489315032959E-7
55,0; 9219200,0; -3,2078136097301138E-6; 8736600,0; 9,802254763516513E-7; 7971901,0; 5,283138968727805E-7
60,0; 9396900,0; -8,487564822038015E-5; 8147600,0; -1,3399869203567504E-6; 8258101,0; -8,026758829752604E-7
65,0; 1,22191E7; 1,118538471368643E-5; 9074199,0; -6,373112018291767E-8; 6632000,0; 2,588217075054462E-7
70,0; 7336800,0; -1,0067650250026157E-5; 6292400,0; 6,624630519321986E-7; 2029700,0; 8,139759302139282E-7
75,0; 2311901,0; 8,669421076774597E-6; 2405200,0; -4,126131534576416E-7; 2670001,0; -2,857546011606852E-7
80,0; 2597000,0; -6,206613034009934E-6; 3395801,0; 2,398155629634857E-7; 3148499,0; -6,565824151039124E-8
85,0; 3146100,0; -1,739469521185931E-6; 3597299,0; -7,767011137569652E-7; 3808300,0; 5,516661878894357E-7
90,0; 3812100,0; -5,544101198514303E-6; 3819900,0; 8,064011732737223E-7; 4339899,0; 9,766883320278593E-7
95,0; 4263200,0; 2,7250302465338455E-6; 4774999,0; -7,605866381996556E-7; 4872100,0; -5,430296847694798E-7
100,0; 5038200,0; 4,8708170652389526E-5; 5521699,0; -4,892051219940185E-7; 5627499,0; 1,8715858459472657E-7
