-19,998019999999993; 2,065240126240643E-9; 65; 64
-19,994019999999995; 2,0735176307178903E-9; 65; 64
-19,990020000000005; 2,0818283115214645E-9; 65; 64
-19,986020000000003; 2,0901723016224353E-9; 65; 64
-19,98202; 2,098549734524823E-9; 65; 64
-19,97802; 2,106960744267731E-9; 65; 64
-19,974020000000003; 2,115405465427494E-9; 65; 64
-19,97002; 2,1238840331198365E-9; 65; 64
-19,96602; 2,132396583002017E-9; 65; 64
-19,96202; 2,1409432512750163E-9; 65; 64
-19,958020000000005; 2,149524174685709E-9; 65; 64
-19,95402; 2,1581394905290545E-9; 65; 64
-19,950019999999995; 2,1667893366502888E-9; 65; 64
-19,946020000000008; 2,1754738514471328E-9; 65; 64
-19,942020000000003; 2,1841931738720105E-9; 65; 64
-19,93802; 2,192947443434268E-9; 65; 64
-19,934019999999997; 2,2017368002024013E-9; 65; 64
-19,93002; 2,2105613848063088E-9; 65; 64
-19,926020000000005; 2,219421338439533E-9; 65; 64
-19,92202; 2,2283168028615182E-9; 65; 64
-19,91802; 2,2372479203998874E-9; 65; 64
-19,914020000000004; 2,246214833952712E-9; 65; 64
-19,910020000000003; 2,255217686990798E-9; 65; 64
-19,906019999999998; 2,2642566235599885E-9; 65; 64
-19,902019999999993; 2,273331788283457E-9; 65; 64
-19,898020000000002; 2,2824433263640387E-9; 65; 64
-19,894020000000005; 2,291591383586532E-9; 65; 64
-19,89002; 2,3007761063200528E-9; 65; 64
-19,886019999999995; 2,3099976415203566E-9; 65; 64
-19,88202; 2,319256136732204E-9; 64; 63
-19,878020000000003; 2,328551740091717E-9; 64; 63
-19,874019999999998; 2,337884600328748E-9; 64; 63
-19,870019999999997; 2,3472548667692597E-9; 64; 63
-19,866020000000002; 2,356662689337713E-9; 64; 63
-19,86202; 2,3661082185594717E-9; 64; 63
-19,858019999999996; 2,3755916055632046E-9; 64; 63
-19,85402; 2,3851130020833056E-9; 64; 63
-19,850020000000004; 2,394672560462322E-9; 64; 63
-19,846020000000003; 2,404270433653393E-9; 64; 63
-19,842019999999998; 2,4139067752226934E-9; 64; 63
-19,838019999999993; 2,4235817393518944E-9; 64; 63
-19,83402; 2,433295480840627E-9; 64; 63
-19,83002; 2,4430481551089636E-9; 64; 63
-19,826019999999996; 2,4528399181999003E-9; 64; 63
-19,822020000000006; 2,4626709267818575E-9; 64; 63
-19,81802; 2,472541338151177E-9; 64; 63
-19,814020000000003; 2,4824513102346555E-9; 64; 63
-19,810019999999994; 2,4924010015920585E-9; 64; 63
-19,806019999999993; 2,5023905714186565E-9; 64; 63
-19,802020000000002; 2,5124201795477835E-9; 64; 63
-19,79802; 2,5224899864533794E-9; 64; 63
-19,794019999999996; 2,5326001532525736E-9; 64; 63
-19,790020000000005; 2,5427508417082464E-9; 64; 63
-19,78602; 2,552942214231633E-9; 64; 63
-19,78202; 2,5631744338849113E-9; 64; 63
-19,778019999999998; 2,5734476643838115E-9; 64; 63
